0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59,126,5,0,7,8,3
0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90,100,0,0,2,16,0
0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,93,97,0,0,5,13,0
0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,44,146,0,0,13,5,0
0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55,135,0,0,0,17,0
0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,105,85,0,0,6,10,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67,123,0,0,10,8,0
0,23,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,96,94,0,0,2,16,0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76,114,0,0,10,8,0
0,24,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,69,121,0,0,0,18,0
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,77,104,9,0,0,18,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,73,99,18,0,17,0,0
0,0,22,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,83,101,6,0,0,9,0
0,21,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,70,120,0,0,2,16,0
0,23,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,73,112,5,0,13,5,0
0,0,24,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,73,103,14,0,18,0,0
