0,0,1,4,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,26,47,22,0,0,9,0
0,0,3,3,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,32,38,25,0,0,8,1
0,0,3,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0,22,50,23,0,0,8,1
0,0,2,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,27,43,25,0,2,7,0
0,0,2,2,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,15,47,33,0,0,8,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,23,40,32,0,0,3,0
0,0,1,0,0,2,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,38,36,21,0,2,1,6
0,1,4,0,0,1,1,0,0,0,0,1,0,1,2,0,0,1,2,0,0,30,37,28,0,0,4,5
0,0,1,5,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,27,35,33,0,5,0,4
0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,2,0,0,0,2,0,46,42,7,0,0,6,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,4,0,1,0,0,0,0,0,1,0,1,0,2,0,1,0,2,0,22,40,33,0,0,7,2
0,0,3,5,0,2,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,29,39,27,0,0,9,0
0,0,6,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,26,27,42,0,2,4,2
0,0,0,0,0,1,1,0,0,0,0,1,0,0,3,0,0,0,3,0,0,22,41,32,0,0,3,6
0,0,5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,24,40,31,0,1,7,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,2,0,0,1,0,0,0,0,0,1,0,2,2,0,0,2,2,0,0,20,58,17,0,1,7,1
0,2,4,1,0,1,1,0,0,0,0,1,0,2,2,0,0,2,1,1,0,27,44,24,0,1,8,0
